year,month,day,rmm1,rmm2,amplitude
1947.0,3.0,20.0,0.4116062521934509,0.5949448347091675,0.7234494090080261
1947.0,3.0,21.0,0.31898629665374756,0.622814953327179,0.6997504830360413
1947.0,3.0,22.0,0.22688910365104675,0.645521342754364,0.6842342019081116
1947.0,3.0,23.0,0.13600647449493408,0.6656964421272278,0.6794479489326477
1947.0,3.0,24.0,0.04532982036471367,0.6847350001335144,0.6862337589263916
1947.0,3.0,25.0,-0.04718947410583496,0.7020285725593567,0.7036128044128418
1947.0,3.0,26.0,-0.1436247080564499,0.7145736813545227,0.7288645505905151
1947.0,3.0,27.0,-0.2449110746383667,0.7170792818069458,0.7577494382858276
1947.0,3.0,28.0,-0.3497871160507202,0.70261150598526,0.7848655581474304
1947.0,3.0,29.0,-0.4540899693965912,0.6637112498283386,0.8041830062866211
1947.0,3.0,30.0,-0.5506011843681335,0.5938205718994141,0.8098052144050598
1947.0,3.0,31.0,-0.6295496821403503,0.4887863099575043,0.7970224618911743
1947.0,11.0,1.0,0.4060705602169037,0.713635265827179,0.8210777044296265
1947.0,11.0,2.0,0.25089964270591736,0.7523233890533447,0.7930580973625183
1947.0,11.0,3.0,0.12309154868125916,0.7482808828353882,0.7583374977111816
1947.0,11.0,4.0,0.03368348628282547,0.7103056907653809,0.7111039161682129
1947.0,11.0,5.0,-0.011112856678664684,0.6511332392692566,0.6512280702590942
1947.0,11.0,6.0,-0.010882746428251266,0.5860569477081299,0.5861579775810242
1947.0,11.0,7.0,0.028701916337013245,0.5311373472213745,0.5319122672080994
1947.0,11.0,8.0,0.09635084122419357,0.5012066960334778,0.5103838443756104
1947.0,11.0,9.0,0.17635387182235718,0.5079172253608704,0.537662148475647
1947.0,11.0,10.0,0.2503799498081207,0.5580863356590271,0.611678421497345
1947.0,11.0,11.0,0.2996598184108734,0.6525638699531555,0.7180777192115784
1947.0,11.0,12.0,0.3072803020477295,0.7857860326766968,0.8437303900718689
1947.0,11.0,13.0,0.26029840111732483,0.946093738079071,0.9812484979629517
1947.0,11.0,14.0,0.15140779316425323,1.1167973279953003,1.1270140409469604
1947.0,11.0,15.0,-0.02005075477063656,1.2778733968734741,1.2780306339263916
1947.0,11.0,16.0,-0.24785396456718445,1.408096432685852,1.4297436475753784
1947.0,11.0,17.0,-0.5194529891014099,1.4873563051223755,1.5754555463790894
1947.0,11.0,18.0,-0.8172354102134705,1.4988869428634644,1.7072012424468994
1947.0,11.0,19.0,-1.120320200920105,1.4311484098434448,1.8174991607666016
1947.0,11.0,20.0,-1.406651496887207,1.2791481018066406,1.9012858867645264
1947.0,11.0,21.0,-1.65513277053833,1.0450643301010132,1.9574534893035889
1947.0,11.0,22.0,-1.8475555181503296,0.7381155490875244,1.9895416498184204
1947.0,11.0,23.0,-1.9701178073883057,0.3737183213233948,2.0052504539489746
1947.0,11.0,24.0,-2.014399290084839,-0.027949856594204903,2.0145931243896484
1947.0,11.0,25.0,-1.9777369499206543,-0.443800687789917,2.0269196033477783
1947.0,11.0,26.0,-1.8630281686782837,-0.8498809933662415,2.0477235317230225
1947.0,11.0,27.0,-1.6780518293380737,-1.2233928442001343,2.076667547225952
1947.0,11.0,28.0,-1.4344477653503418,-1.5444839000701904,2.1078593730926514
1947.0,11.0,29.0,-1.146511435508728,-1.7976528406143188,2.132145404815674
1947.0,11.0,30.0,-0.8299564123153687,-1.9726645946502686,2.1401479244232178
1947.0,12.0,1.0,-0.6448614001274109,-1.9875125885009766,2.089510202407837
1947.0,12.0,2.0,-0.29286623001098633,-2.00575590133667,2.027024269104004
1947.0,12.0,3.0,0.045455433428287506,-1.9462990760803223,1.9468297958374023
1947.0,12.0,4.0,0.35540658235549927,-1.8181166648864746,1.8525285720825195
1947.0,12.0,5.0,0.6242826581001282,-1.6336417198181152,1.7488608360290527
1947.0,12.0,6.0,0.8420190811157227,-1.407739520072937,1.6403435468673706
1947.0,12.0,7.0,1.001779556274414,-1.1566014289855957,1.5301271677017212
1947.0,12.0,8.0,1.1004399061203003,-0.8966243267059326,1.4194728136062622
1947.0,12.0,9.0,1.1388981342315674,-0.6433357000350952,1.3080404996871948
1947.0,12.0,10.0,1.1221363544464111,-0.4104142487049103,1.194834589958191
1947.0,12.0,11.0,1.0589594841003418,-0.20885874330997467,1.0793596506118774
1947.0,12.0,12.0,0.9613685607910156,-0.04635276645421982,0.9624853730201721
1947.0,12.0,13.0,0.8435679078102112,0.07312624156475067,0.8467314839363098
1947.0,12.0,14.0,0.7206597924232483,0.14941397309303284,0.7359858155250549
1947.0,12.0,15.0,0.6071449518203735,0.18595492839813232,0.6349836587905884
1947.0,12.0,16.0,0.5153890252113342,0.18928192555904388,0.5490477681159973
1947.0,12.0,17.0,0.4542525112628937,0.16820479929447174,0.4843946695327759
1947.0,12.0,18.0,0.42808112502098083,0.13276715576648712,0.44819703698158264
1947.0,12.0,19.0,0.43622422218322754,0.09306648373603821,0.44604140520095825
1947.0,12.0,20.0,0.4731913208961487,0.0580608993768692,0.4767400622367859
1947.0,12.0,21.0,0.5294700264930725,0.03450395539402962,0.5305930972099304
1947.0,12.0,22.0,0.5929332971572876,0.026148542761802673,0.5935096144676208
1947.0,12.0,23.0,0.6506692171096802,0.03334099426865578,0.6515228748321533
1947.0,12.0,24.0,0.6909884810447693,0.0530860498547554,0.6930246949195862
1947.0,12.0,25.0,0.7053219079971313,0.079605832695961,0.7098000049591064
1947.0,12.0,26.0,0.6897130012512207,0.1053486093878746,0.697712242603302
1947.0,12.0,27.0,0.6456559300422668,0.12233419716358185,0.657143235206604
1947.0,12.0,28.0,0.5801102519035339,0.12366410344839096,0.5931447744369507
1947.0,12.0,29.0,0.5046395063400269,0.10498431324958801,0.5154442191123962
